job_id,job_title,company,location,job_description,experience,education,salary,job_type,extracted_skills
JOB05286,Data Analyst,Mphasis,"Noida, Uttar Pradesh","We are looking for a Data Analyst to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Tableau, Excel, SQL, Power BI. Candidates should have 1-3 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MCA,₹5-8 LPA,Internship,"['Tableau', 'Power BI', 'SQL', 'Excel']"
JOB05287,Cybersecurity Analyst,Cognizant,"Hyderabad, Telangana","We are looking for a Cybersecurity Analyst to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include Networking, Python, SIEM, Cybersecurity. Candidates should have 3-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Tech,₹6-10 LPA,Internship,['Python']
JOB05288,SQL Developer,LTIMindtree,"Hyderabad, Telangana","We are looking for a SQL Developer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include ETL, SQL, Database, MySQL, PostgreSQL. Candidates should have 8-12 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,BCA,₹5-8 LPA,Internship,"['PostgreSQL', 'SQL', 'MySQL']"
JOB05289,Full Stack Developer,TCS,"Hyderabad, Telangana","We are looking for a Full Stack Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include CSS, HTML, Node.js, React, JavaScript. Candidates should have 3-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Any Graduate,₹10-16 LPA,Full-time,"['Node.js', 'Java', 'JavaScript', 'HTML', 'CSS', 'React']"
JOB05290,Java Developer,Capgemini,Remote,"We are looking for a Java Developer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Git, Java, REST API, SQL, Spring Boot. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,₹12-20 LPA,Contract,"['Git', 'SQL', 'Java']"
JOB05291,SQL Developer,Oracle,"Hyderabad, Telangana","We are looking for a SQL Developer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Database, PostgreSQL, MySQL. Candidates should have 1-3 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,B.Tech,₹4-7 LPA,Remote,"['PostgreSQL', 'SQL', 'Oracle', 'MySQL']"
JOB05292,Machine Learning Engineer,Google,"Chennai, Tamil Nadu","We are looking for a Machine Learning Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Machine Learning, TensorFlow, SQL, NLP. Candidates should have 2-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Bachelor's Degree,₹10-16 LPA,Full-time,"['TensorFlow', 'SQL', 'Machine Learning']"
JOB05293,Database Administrator,Genpact,"Hyderabad, Telangana","We are looking for a Database Administrator to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Oracle, Linux, MySQL, Database. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,₹3-5 LPA,Contract,"['SQL', 'Oracle', 'MySQL']"
JOB05294,Cybersecurity Analyst,Google,"Hyderabad, Telangana","We are looking for a Cybersecurity Analyst to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Networking, Cybersecurity, Python, SIEM, Linux. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹6-10 LPA,Full-time,['Python']
JOB05295,Software Engineer,Deloitte,"Ahmedabad, Gujarat","We are looking for a Software Engineer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Java, Git, Python. Candidates should have 2-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,BCA,₹5-8 LPA,Contract,"['Git', 'Java', 'Python']"
JOB05296,AI Engineer,Zoho,"Chennai, Tamil Nadu","We are looking for a AI Engineer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Python, NLP, Machine Learning, Deep Learning, TensorFlow. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,₹12-20 LPA,Remote,"['TensorFlow', 'Machine Learning', 'Python']"
JOB05297,Cloud Engineer,HCLTech,"Delhi, India","We are looking for a Cloud Engineer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Azure, AWS, Cloud Computing. Candidates should have 5-8 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Sc,₹12-20 LPA,Part-time,"['Azure', 'AWS']"
JOB05298,Data Engineer,Persistent Systems,"Chennai, Tamil Nadu","We are looking for a Data Engineer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Python, AWS, ETL, SQL, Spark. Candidates should have Fresher of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MBA,Not Disclosed,Contract,"['AWS', 'SQL', 'Python']"
JOB05299,Web Developer,Adobe,"Jaipur, Rajasthan","We are looking for a Web Developer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include HTML, React, JavaScript, Git. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,₹3-5 LPA,Part-time,"['Java', 'JavaScript', 'HTML', 'React', 'Git']"
JOB05300,Data Engineer,HCLTech,"Pune, Maharashtra","We are looking for a Data Engineer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include SQL, AWS, Spark, Python. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,₹8-12 LPA,Internship,"['AWS', 'SQL', 'Python']"
JOB05301,Full Stack Developer,Oracle,"Bengaluru, Karnataka","We are looking for a Full Stack Developer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include React, JavaScript, CSS. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,₹3-5 LPA,Internship,"['Java', 'JavaScript', 'CSS', 'React', 'Oracle']"
JOB05302,Frontend Developer,HCLTech,"Noida, Uttar Pradesh","We are looking for a Frontend Developer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include JavaScript, CSS, React, HTML, Tailwind CSS. Candidates should have Fresher of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MCA,₹4-7 LPA,Contract,"['Java', 'JavaScript', 'HTML', 'CSS', 'React']"
